packageName,rank,downloads,phantomCount,vulnerablePhantomCount,phantomDeps
boto3,1,1452829479,4,0,awscrt;botocore;jmespath;s3transfer
urllib3,2,1168251588,13,4,anyio;backports;cryptography;httpx;hypercorn;idna;js;pyodide;quart;quart-trio;trio;trustme;typing-extensions
botocore,3,1065776884,3,0,awscrt;jmespath;python-dateutil
requests,4,1055327819,4,3,cryptography;pyopenssl;simplejson;typing-extensions
certifi,5,1048229881,0,0,
charset-normalizer,6,999167796,3,0,chardet;mypyc;typing-extensions
idna,7,993879252,0,0,
typing-extensions,8,992728016,1,1,docutils
aiobotocore,9,895931528,1,1,anthropic
setuptools,10,830575444,10,1,cython;dl;docutils;importlib-resources;inflect;jaraco;jnius;path;trove-classifiers;typing-extensions
python-dateutil,11,786572386,0,0,
packaging,13,746576039,3,1,httpx;ruamel;typing-extensions
six,14,742901509,1,0,gdbm
s3transfer,15,636058537,2,0,awscrt;botocore
numpy,16,603389302,25,6,asv-runner;cffi;charset-normalizer;click;docutils;github;jinja2;matplotlib;numba;numpydoc;packaging;pandas;perf;plex;psutil;pygments;pyinstaller;pytest-run-parallel;scipy-doctest;skbuild;spin;threadpoolctl;toml;typing-extensions;win32pdh
cryptography,17,593195093,3,0,click;packaging;tomli
pyyaml,18,592246845,2,0,cython;test-all
s3fs,19,577870758,5,1,botocore;cx-freeze;py2exe;tomli;urllib3
cffi,21,528045545,10,1,cstringio;dummy-thread;imp;packaging;ply;pytest-run-parallel;pyyaml;re-python-pysrc;test-module-name-in-package;thread
pycparser,22,490524594,1,0,guppy
pandas,23,488404185,11,1,adbc-driver-manager;appkit;botocore;docutils;foundation;markupsafe;odf;packaging;pyqt4;traitlets;vulture
fsspec,24,474499665,9,2,backports;isal;js;lzmaffi;requests-kerberos;smbclient;snappy;typing-extensions;ujson
click,25,471525365,1,0,typing-extensions
pip,28,436844893,29,9,attr;backports;cgi;configparser;cryptography;docutils;dummy-thread;dummy-threading;filelock;h2;htmlentitydefs;htmlparser;httplib;httpx;ipython;ipywidgets;java;jnius;js;keyring;pyodide;pyyaml;queue;redis;thread;typing-extensions;urllib2;urlparse;xmlrpclib
markupsafe,30,408100875,1,0,typing-extensions
jmespath,31,396748602,0,0,
platformdirs,32,386977561,3,1,github;jnius;pyyaml
rsa,33,386498570,0,0,
h11,34,386403807,2,0,afl;typing-extensions
anyio,36,381820440,4,0,outcome;sniffio;uvloop;winloop
pygments,37,378953112,5,3,chardet;ctags;docutils;markdown;pillow
sniffio,38,374340454,1,0,curio
jinja2,39,368674977,1,0,typing-extensions
annotated-types,40,364216837,1,0,typing-extensions
importlib-metadata,41,363826951,0,0,
pyasn1,43,347281745,0,0,
zipp,44,335636021,0,0,
cachetools,45,330436528,0,0,
filelock,46,322057862,3,1,github;pyyaml;typing-extensions
wheel,47,315874883,0,0,
tzdata,48,308627533,4,1,click;gnupg;parver;requests
colorama,50,302010400,0,0,
typing-inspection,51,299790260,0,0,
aiohttp,52,299445105,4,1,backports;gunicorn;pkgconfig;uvloop
awscli,53,296648047,9,4,botocore;jmespath;py2exe;pyasn1;pygments;python-dateutil;pyyaml;rsa;s3transfer
httpx,54,294420463,1,0,sniffio
yarl,55,292245055,8,2,cython;expandvars;idna;multidict;propcache;pydantic;pydantic-core;tomli
multidict,56,291699061,3,0,perf;pyperf;typing-extensions
google-auth,57,290475864,15,5,aioresponses;certifi;cffi;cryptography;dotenv;flask;googleapiclient;oauth2client;packaging;pyasn1;pyasn1-modules;pyopenssl;pytest-asyncio;pytest-localserver;pyu2f
httpcore,58,288084087,1,0,sniffio
pyasn1-modules,59,279107161,1,0,urllib2
pytest,60,275578168,18,3,asynctest;attr;filter-traceback-entry-as-str;imported;main-app;ns-pkg;numpy;pexpect;platformdirs;pypandoc;pyyaml;requests-cache;tabulate;tqdm;trio;typing-extensions;xdist;xxxpackage
frozenlist,61,271598710,3,0,cython;expandvars;tomli
pyjwt,62,268680912,0,0,
jsonschema,63,268643330,3,1,pyperf;requests;rpds
rich,64,267613136,5,1,attr;ipython;markdown-it;typing-extensions;wcwidth
virtualenv,66,264770794,1,0,packaging
aiosignal,67,263087380,2,0,frozenlist;typing-extensions
propcache,68,261009672,3,0,cython;expandvars;tomli
iniconfig,69,260660124,0,0,
wrapt,70,257515261,0,0,
tqdm,71,254126250,8,4,alive-progress;importlib-resources;ipython;matplotlib;numpy;pandas;progressbar;tensorflow
python-dotenv,72,253708774,0,0,
pyarrow,73,253232741,22,4,apache;clr;dotenv;fastparquet;fsspec;gdb;github;github3;jinja2;jpype;matplotlib;memory-profiler;numpydoc;pygit2;pygments;pythonnet;pyyaml;ruamel;seaborn;selenium;semver;typing-extensions
markdown-it-py,74,251443264,2,0,linkify-it;typing-extensions
tomli,75,243633800,1,0,mypyc
requests-oauthlib,76,242366933,0,0,
mdurl,77,241803146,0,0,
sqlalchemy,78,241274029,6,1,black;pyannotate-runtime;pysqlcipher3;sqla-plugin-base;sqlcipher3;tools
greenlet,79,239043319,1,0,pyperf
aiohappyeyeballs,80,232331455,0,0,
pillow,81,231880243,7,0,arro3;atheris;humanize;prettytable;pyqt6;pyside6;termcolor
grpcio,82,231606452,16,5,apiclient;bazel;contrib;googleapiclient;greenlet;hpack;httplib2;jinja2;pyjwt;mako;oauth2client;prometheus-client;python-dateutil;src;upb;uvloop
pathspec,83,231492436,3,0,packaging;pytest-benchmark;tomli
psutil,85,229581650,5,2,anthropic;github;pyperf;pypinfo;requests
pyparsing,88,226895945,1,0,railroad
scipy,89,226870057,20,6,asv-runner;beautifulsoup4;cffi;cupy;cupyx;dask;docutils;jax;packaging;pandas;platformdirs;psutil;pyfftw;pytest-fail-slow;pytest-run-parallel;scikits;sksparse;sympy;torch;urllib3
lxml,90,224041829,10,4,beautifulsoup;beautifulsoup4;cgi;docutils;html5lib;htmlentitydefs;lxml-html-clean;pygments;urllib2;urlparse
soupsieve,94,220165531,1,0,beautifulsoup4
tomlkit,95,211162790,0,0,
oauthlib,96,210755569,1,1,pyjwt
snowflake-connector-python,99,203111712,34,14,aiohttp;asn1crypto;backports;brotli;brotlicffi;certifi;chardet;charset-normalizer;cryptography;cython;dummy-threading;faker;filelock;h2;idna;jenkins-test-parameters;js;pyjwt;numpy;packaging;pandas;parameters;platformdirs;pyarrow;pyodide;pytz;pyyaml;simplejson;snowflake;sortedcontainers;sqlalchemy;tomlkit;typing-extensions;tzlocal
fastapi,100,195257040,18,5,a2wsgi;anyio;flask;github;pyjwt;markupsafe;multipart;orjson;playwright;pwdlib;pydantic-ai;pydantic-core;rich;scripts;slugify;sqlmodel;strawberry;typer
distlib,101,193566665,14,0,cgi;configparser;dummy-thread;dummy-threading;htmlentitydefs;htmlparser;httplib;imp;java;queue;thread;urllib2;urlparse;xmlrpclib
pyopenssl,102,192917881,3,1,cffi;cryptography;typing-extensions
grpcio-tools,103,191721578,16,5,apiclient;bazel;contrib;googleapiclient;greenlet;hpack;httplib2;jinja2;pyjwt;mako;oauth2client;prometheus-client;python-dateutil;src;upb;uvloop
requests-toolbelt,104,191717796,6,4,cryptography;pyopenssl;queue;requests;urllib3;urlparse
opentelemetry-semantic-conventions,106,188607865,5,2,griffe;jinja2;psutil;readme-renderer;toml
exceptiongroup,107,185374845,1,0,apport-python-hook
trove-classifiers,108,185095916,1,0,natsort
more-itertools,109,184711284,0,0,
werkzeug,110,181131658,3,1,colorama;cryptography;typing-extensions
isodate,111,180589386,0,0,
yandexcloud,112,179678706,2,2,grpcio;pyjwt
msgpack,113,175287419,0,0,
opentelemetry-sdk,114,171499356,5,2,griffe;jinja2;psutil;readme-renderer;toml
regex,116,167525472,0,0,
mypy-extensions,117,167369018,0,0,
opentelemetry-api,118,167047771,5,2,griffe;jinja2;psutil;readme-renderer;toml
opentelemetry-proto,119,165198165,5,2,griffe;jinja2;psutil;readme-renderer;toml
google-cloud-storage,120,165080102,6,3,google-crc32c;jinja2;proto;pyyaml;synthtool;urllib3
websocket-client,121,162674215,2,0,python-socks;wsaccel
opensearch-py,122,162517119,21,10,aiohttp;black;botocore;certifi;click;deepmerge;events;jinja2;multidict;numpy;opensearchpy1;pandas;python-dateutil;pytz;pyyaml;queue;requests;simplejson;unasync;urllib3;yarl
pexpect,123,162387709,1,0,queue
ptyprocess,124,162334282,0,0,
shellingham,125,161685773,3,0,invoke;parver;towncrier
psycopg2-binary,126,160174649,2,0,better;psycopg2
flask,128,158403237,3,1,cryptography;dotenv;typing-extensions
tenacity,129,157842022,3,0,sniffio;trio;typing-extensions
requests-aws4auth,130,156675287,1,1,requests
pynacl,131,155900291,1,0,click
scikit-learn,132,146614098,23,6,bhtsne;catboost;click;defusedxml;docutils;fbpca;github;glmnet;jax;jinja2;jupyterlite-sphinx;lightgbm;lightning;mpl-toolkits;ndonnx;packaging;pytest-run-parallel;pyyaml;requests;scipy-doctest;spin;typing-extensions;xgboost
coverage,133,146594341,9,3,cog;eventlet;gevent;greenlet;lnotab;new;requests;scriv;wcmatch
wcwidth,136,141010354,0,0,
async-timeout,137,140104054,0,0,
msal,138,137367943,9,3,basehttpserver;cgi;cryptography;dotenv;pyjwt;msal-extensions;pymsalruntime;requests;urlparse
networkx,139,136881714,1,1,requests
asn1crypto,140,135909273,9,0,cgi;cstringio;flake8;imp;oscrypto;oscrypto-tests;urllib2;urlparse;userdict
bcrypt,141,135704373,1,0,click
events,142,135074442,0,0,
python-multipart,143,134789371,1,0,atheris
dnspython,144,133721918,3,0,anyio;pythoncom;sniffio
google-genai,145,132528413,4,2,httpx-aiohttp;ipython;multidict;pyyaml
opentelemetry-exporter-otlp-proto-http,146,132356495,5,2,griffe;jinja2;psutil;readme-renderer;toml
poetry-core,147,131973953,1,0,typing-extensions
openai,148,129905130,4,0,griffe;pydantic-core;rich;trio
matplotlib,150,128440095,31,10,cairo;cairocffi;certifi;colorspacious;docutils;fontforge;gi;ipykernel;ipython;jinja2;keyring;mpl-sphinx-theme;mpl-toolkits;pandas;psutil;pydata-sphinx-theme;pyqt5;pyqt6;pyside2;pyside6;pyyaml;requests;requests-cache;setuptools-scm;shiboken2;shiboken6;sip;sphinx-gallery;tornado;typing-extensions;wx
gitpython,151,128198506,1,0,atheris
websockets,152,128021729,8,2,aioredis;atheris;django;django-redis;exceptiongroup;python-socks;sesame;werkzeug
joblib,153,126827111,13,7,dask;distributed;dummy-threading;lz4;matplotlib;memory-profiler;nibabel;numpy;pandas;psutil;scikit-learn;tornado;viztracer
threadpoolctl,154,126326398,1,0,pyodide-js
huggingface-hub,155,125827857,31,15,anyio;authlib;click;duckdb;fastai;fastapi;filelock;fsspec;github;gradio;hf-xet;httpcore;httpx;ipython;ipywidgets;jinja2;libcst;mcp;numpy;packaging;pillow;pydantic;pyyaml;safetensors;starlette;tensorboardx;toml;torch;torch-xla;typer;typing-extensions
deprecated,156,124817842,2,0,inspect2;wrapt
chardet,157,124202675,4,0,cchardet;charade;charset-normalizer;datasets
opentelemetry-exporter-otlp-proto-grpc,158,123638548,5,2,griffe;jinja2;psutil;readme-renderer;toml
fonttools,160,123061397,23,4,appkit;bumpversion;cairo;carbon;cffsubr;defcon;easydialogs;freetype;lz4;matplotlib;mpl-toolkits;numpy;pathops;pillow;py;pyqt5;quartz;readme-renderer;reportlab;res;typing-extensions;wx;xattr
smmap,161,121223660,1,0,ez-setup
zstandard,162,120026109,1,0,conda-build
opentelemetry-instrumentation,163,119829533,16,3,agents;aiormq;astor;billiard;elastic-transport;gevent;langchain-core;mcp;multidict;mysqldb;readme-renderer;snappy;tomli;tomli-w;tortoise;yarl
gitdb,164,119168208,2,0,gitdb-speedups;sha
tabulate,165,118165636,0,0,
keyring,166,118084177,7,0,dbus;gi;jaraco;pluggy;pywintypes;win32cred;win32ctypes
opentelemetry-exporter-otlp-proto-common,167,117723569,5,2,griffe;jinja2;psutil;readme-renderer;toml
distro,168,117684428,0,0,
itsdangerous,169,117058810,1,0,typing-extensions
google-resumable-media,170,116598491,6,2,aiohttp;crcmod;google-crc32c;mock;multidict;urllib3
google-api-python-client,171,116305004,11,4,httplib2;jinja2;noxfile-config;numpy;oauth2client;pyyaml;settings;synthtool;uritemplate;webapp2;webapp2-extras
paramiko,172,116066908,3,0,alabaster;invocations;nacl
prompt-toolkit,173,115469740,2,1,asyncssh;typing-extensions
google-crc32c,175,114339209,1,0,noxfile-config
kiwisolver,176,114312954,2,0,cppy;perf
pyproject-hooks,177,113758492,0,0,
langsmith,178,113577146,19,9,agents;anthropic;langchain;langchain-anthropic;langchain-core;langchain-openai;numpy;openai;openapi-spec-validator;pandas;pyperf;pyyaml;rapidfuzz;simsimd;strands;tqdm;typing-extensions;urllib3;vcr
build,179,112966651,0,0,
jaraco-classes,180,111816271,1,0,typing-extensions
blinker,181,111744893,0,0,
fastjsonschema,182,111726514,3,0,jsonschema;jsonspec;validictory
secretstorage,183,111489689,0,0,
dill,184,111111524,3,1,diff;numpy;xdrlib
backoff,185,109309564,1,0,typing-extensions
defusedxml,187,108329435,4,0,genshi;httplib;urllib2;urlparse
redis,188,108002464,7,2,aioredis-cluster;aredis;invoke;pyjwt;psutil;typing-extensions;uvloop
rapidfuzz,189,107336573,4,1,click;isort;packaging;pyinstaller
cycler,190,106087397,0,0,
ruff,192,105376027,26,0,a;annotated-types;b;bar;baz;c;case;d;debug;foo;foo2;foo3;lazy;m;mikeio;n;name-1;name-2;pydantic-core;qux;rich;typing-extensions;u;unresolved-module;watchfiles;x
google-cloud-bigquery,193,104824533,4,2,jinja2;numpy;proto;test-utils
hatchling,194,103957711,3,1,backports;editables;lxml
typer,195,103491407,3,1,github;pydantic;pydantic-settings
opentelemetry-util-http,196,102757831,16,3,agents;aiormq;astor;billiard;elastic-transport;gevent;langchain-core;mcp;multidict;mysqldb;readme-renderer;snappy;tomli;tomli-w;tortoise;yarl
uritemplate,197,101857397,0,0,
prometheus-client,198,100889884,2,1,fastapi;snappy
contourpy,199,100467271,2,0,asv;asv-runner
webencodings,200,100467266,0,0,
alembic,201,100448317,3,0,greenlet;packaging;tools
pytest-cov,202,99484679,1,1,jinja2
httplib2,203,99301371,3,1,ca-certs-locater;certifi;socks
opentelemetry-exporter-otlp,204,99256312,5,2,griffe;jinja2;psutil;readme-renderer;toml
transformers,205,98804323,158,26,absl;apollo-torch;audiocraft;auto-round;av;azureml;beautifulsoup4;causal-conv1d;classy-vision;clearml;codecarbon;comet-ml;compressed-tensors;dagshub;dall-e;decord;detectron2;dvclive;einops;emoji;essentia;fairseq;fairseq2;faiss;fast-hadamard-transform;fastapi;fbgemm-gpu;filelock;fla;flash-attn;flash-attn-interface;flatdict;flax;flute;flytekit;flytekitplugins;framework;ftfy;fugashi;g2p-en;galore-torch;gdown;gguf;github;gptqmodel;grokadamw;h5py;habana-frameworks;haiku;httpx;ipadic;ipython;jax;jinja2;jmespath;kenlm;kernels;laion-clap;lavis;levenshtein;libcst;librosa;liger-kernel;lighteval;lomo-optim;mamba-ssm;mambapy;megatron;mistral-common;ml-dtypes;mlflow;mlinter;mlx;modeling-cyclical;modeling-finetune;mykytea;natten;nemo;neptune;nltk;num2words;opencv-python;optimi;optimum;optimum-benchmark;optuna;orbax;packaging;phonemizer;pillow;pretty-midi;pycocotools;pyctcdecode;pydantic;pynvml;pytesseract;pythainlp;python-dateutil;pytorch-lightning;pyyaml;ray;regex;rhoknp;rich;rjieba;s3prl;sacremoses;safetensors;schedulefree;scikit-learn;scipy;seamless-communication;sentence-transformers;sentencepiece;sew-asapp;slack-sdk;smdistributed;soundfile;soxr;spqr-quant;src;sudachipy;swanlab;t5x;tabulate;tensorboardx;tensorflow;tensorstore;timm;tokenizer;tokenizers;torch-mlu;torch-musa;torch-neuronx;torch-npu;torch-tpu;torch-xla;torchaudio;torchcodec;torchdistx;torchvision;tqdm;trackio;transformers-old;tree;typer;typing-extensions;unidic;unidic-lite;unilm;urllib3;uroman;uvicorn;vissl;wandb;wget;xielu;yt-dlp
msal-extensions,206,98255271,4,0,gi;msal;pathlib2;portalocker
cloudpickle,207,97533232,0,0,
setuptools-scm,208,97313645,1,0,github
jiter,210,96820449,2,2,orjson;ujson
tzlocal,211,96504522,0,0,
pydantic-settings,213,95548883,2,0,pydantic-core;types-boto3-secretsmanager
docker,214,94758126,6,0,pywintypes;websocket;win32api;win32event;win32file;win32pipe
orjson,215,94650515,0,0,
jaraco-functools,216,94383440,1,0,jaraco
opentelemetry-instrumentation-requests,217,92799051,16,3,agents;aiormq;astor;billiard;elastic-transport;gevent;langchain-core;mcp;multidict;mysqldb;readme-renderer;snappy;tomli;tomli-w;tortoise;yarl
types-requests,218,92437079,1,1,urllib3
marshmallow,219,91109259,1,0,backports
importlib-resources,220,90785229,0,0,
ipython,221,90713222,24,3,clr;cpickle;docutils;executing;gi;gobject;ipyparallel;jupyter-ai-magics;jupyter-client;opengl;py;pyparsing;pyqt4;pyqt5;pyqt6;pyside;pyside2;pyside6;requests;sip;system;wcwidth;win32clipboard;yapf
xmltodict,222,90276986,0,0,
jaraco-context,224,89475330,2,0,backports;typing-extensions
sqlparse,225,88503938,0,0,
black,226,87837457,9,2,atheris;beautifulsoup4;commonmark;diff-shades;hypothesmith;multidict;pyyaml;urllib3;wcwidth
babel,227,87797486,3,0,pytz;tomli;typing-extensions
nest-asyncio,229,87567772,1,1,tornado
pyzmq,230,86810871,10,6,colorama;gevent;numpy;pandas;paramiko;pexpect;pyczmq;requests;tornado;typing-extensions
langchain,231,86539814,35,8,certifi;datasets;deepagents;defusedxml;filetype;grandalf;ipython;jinja2;jsonschema;langchain-astradb;langchain-elasticsearch;langchain-ibm;langchain-milvus;langchain-mongodb;langchain-neo4j;langchain-nvidia-ai-endpoints;langchain-pinecone;langchain-postgres;langchain-upstage;langchain-weaviate;lark;lxml;numexpr;openapi-pydantic;optimum;perplexity;pydantic-core;pygraphviz;pyppeteer;rapidfuzz;scipy;simsimd;torch;tqdm;vcr
mako,232,86081845,6,3,babel;beaker;dogpile;lingua;markupsafe;pygments
jsonpointer,233,85652089,0,0,
cython,234,85114505,19,5,cheese;cpickle;epydoc;gdb;integrate1;integrate2;ipython;jedi;locks;lxml;numpy;numpy-demo;overflow-perf;primes;pycodestyle;pygments;refnanny;scons;spam
traitlets,235,85043177,1,0,typing-extensions
parso,236,85000166,2,0,docopt;jedi
toml,237,84545641,1,1,numpy
tokenizers,238,84356085,8,5,cairosvg;ipython;sentencepiece;sentencepiece-model-pb2;termcolor;tiktoken;tqdm;transformers
jedi,239,84211244,7,2,colorama;docopt;numpydoc;objgraph;parso;psutil;urllib2
snowflake-sqlalchemy,240,83657320,3,1,pandas;snowflake;tomlkit
awswrangler,241,83400966,25,0,aws-cdk;constructs;gremlin-python;mypy-boto3-athena;mypy-boto3-cleanrooms;mypy-boto3-dynamodb;mypy-boto3-ec2;mypy-boto3-emr;mypy-boto3-emr-serverless;mypy-boto3-glue;mypy-boto3-kms;mypy-boto3-logs;mypy-boto3-opensearch;mypy-boto3-opensearchserverless;mypy-boto3-quicksight;mypy-boto3-rds-data;mypy-boto3-redshift;mypy-boto3-redshift-data;mypy-boto3-s3;mypy-boto3-secretsmanager;mypy-boto3-sts;mypy-boto3-timestream-query;mypy-boto3-timestream-write;opensearchpy;progressbar
mypy,242,82329443,3,1,native;pybind11;requests
tornado,243,81436766,3,1,lib2to3;pycares;pycurl
kubernetes,244,80299298,3,1,kubernetes-validate;oauthlib;websocket
email-validator,245,80293255,2,1,dns;idna
executing,247,79796402,1,0,asttokens
cachecontrol,249,79014728,1,1,urllib3
sentry-sdk,250,78954978,41,16,agents;aiocontextvars;anyio;apache-beam;billiard;blinker;botocore;channels;eventlet;fastmcp;flask-login;graphql;greenlet;h2;kombu;langchain-aws;langchain-classic;langchain-cohere;langchain-core;langchain-google-vertexai;langchain-huggingface;langchain-mistralai;langchain-ollama;langchain-openai;ldclient;markupsafe;multipart;pillow;py4j;pydantic;pyspark;python-multipart;pyyaml;quart-auth;redbeat;rediscluster;rest-framework;tiktoken;uwsgi;webob;werkzeug
matplotlib-inline,251,78902822,2,2,ipython;pillow
tinycss2,252,78391342,0,0,
aiofiles,253,78258340,0,0,
sympy,256,76024443,27,6,aesara;all;antlr4;bpython;cython;docutils;flint;gmpy2;htmlparser;imp;ipython;lxml;matchpy;pillow;pycosat;pydy;pyglet;pygments;pymc;pymc3;pysat;requests;requests-oauthlib;sage;symengine;theano;typing-extensions
nodeenv,257,75789153,4,0,configparser;httplib;pipes;urllib2
pymysql,258,75151603,1,0,nacl
asttokens,259,75117097,1,0,astroid
markdown,260,75020093,3,1,griffe;pygments;tidylib
installer,261,74955851,1,1,httpx
isort,263,73829982,0,0,
termcolor,265,73746876,0,0,
gunicorn,266,73398784,4,1,dns;inotify;paste;validate-email
aliyun-python-sdk-core,267,72737963,18,3,basehttpserver;cookie;cookielib;cryptography;dummy-thread;dummy-threading;httplib;idna;jmespath;mock;ntlm;simplehttpserver;simplejson;thread;unittest2;urllib2;urlparse;win-inet-pton
langchain-core,268,72125318,35,8,certifi;datasets;deepagents;defusedxml;filetype;grandalf;ipython;jinja2;jsonschema;langchain-astradb;langchain-elasticsearch;langchain-ibm;langchain-milvus;langchain-mongodb;langchain-neo4j;langchain-nvidia-ai-endpoints;langchain-pinecone;langchain-postgres;langchain-upstage;langchain-weaviate;lark;lxml;numexpr;openapi-pydantic;optimum;perplexity;pydantic-core;pygraphviz;pyppeteer;rapidfuzz;scipy;simsimd;torch;tqdm;vcr
stack-data,269,71572770,4,1,asttokens;executing;pure-eval;pygments
pure-eval,270,71475587,0,0,
watchfiles,271,70943775,1,0,trio
mccabe,272,70889769,2,0,flake8;hypothesmith
uvloop,273,70475209,1,1,requests
future,274,69762558,39,0,anydbm;basehttpserver;cgihttpserver;commands;cookie;cookielib;copy-reg;cpickle;dumbdbm;dummy-thread;dummy-threading;future-builtins;gdbm;htmlentitydefs;htmlparser;httplib;imghdr;imp;lib2to3;markupbase;repr;simplehttpserver;sndhdr;thread;tkcolorchooser;tkcommondialog;tkconstants;tkdnd;tkfiledialog;tkfont;tkmessagebox;urllib2;urlparse;userdict;userlist;userstring;uu;whichdb;xmlrpclib
mpmath,275,69450554,3,0,gmp;pylab;traitlets
dulwich,276,69429398,8,2,cdifflib;gevent;geventhttpclient;pywintypes;requests;setuptools-rust;sshsig;win32api
hf-xet,278,68999633,3,2,huggingface-hub;pandas;scikit-learn
pytest-asyncio,279,68409706,3,0,backports;packaging;pluggy
python-json-logger,280,67813413,0,0,
pymongo,282,67491206,19,7,backports;certifi;cryptography;dns;furo;gevent;kerberos;numpy;pymongo-auth-aws;pymongocrypt;pyopenssl;requests;service-identity;shrub;snappy;sphinxcontrib;unasync;uvloop;winkerberos
poetry,283,67254491,1,0,typing-extensions
crashtest,284,67170552,0,0,
typing-inspect,285,66459448,0,0,
pytest-xdist,286,66363417,0,0,
tiktoken,287,66297920,4,2,numpy;setuptools-rust;tiktoken-ext;transformers
editables,288,65625794,0,0,
httptools,289,65343774,1,0,cython
identify,290,65166975,1,0,ukkonen
debugpy,291,65087767,74,14,anydbm;beaenginepython;capstone;cerealizer;cherrypy;clr;configparser;cpickle;cx-freeze;cython;decorator;disassemble;distorm;distorm3;django;flask;gevent;gi;glut-support;gobject;greenlet;gtk;imp;ipython;java;jedi;lib2to3;libdisassemble;lldb;matplotlib;mod2;nose;numpy;opengl;org;package;pandas;pathlib2;psutil;psyco;py;py2exe;pydasm;pyglet;pygtk;pympler;pyqt4;pyqt5;pyqt6;pyside;pyside2;pyside6;pyspeedtin;pytest-cov;queue;regex;requests;scapy;sets;sip;sqlalchemy;stackless;testsuite;tkinter;toml;traitlets;trio;untangle;vswhere;win32api;wx;x;zipped;zipped2
jsonpatch,292,65037793,0,0,
shapely,293,64650747,4,0,cx-freeze;cython;py2exe;tomli
asgiref,294,64519844,1,0,typing-extensions
docstring-parser,295,64451135,0,0,
aioitertools,297,64075764,0,0,
cleo,298,64020313,0,0,
pre-commit,299,63414380,2,0,cfgv;identify
datadog,300,62984320,7,1,boto;cstringio;gevent;queue;urllib2;urlparse;userdict
cfgv,302,62817221,0,0,
jsonpath-ng,303,62232833,0,0,
watchdog,304,61828408,3,1,appkit;pyyaml;typing-extensions
pycryptodome,305,61726639,4,0,cffi;cryptodome;imp;sphinxcontrib
smart-open,307,61518528,6,2,backports;botocore;mypy-boto3-s3;requests-kerberos;typing-extensions;urllib3
msrest,308,61220110,6,2,configparser;multidict;oauthlib;trio;urllib3;urlparse
brotli,309,61179053,2,0,pkgconfig;urllib2
sphinx,310,61022746,10,3,defusedxml;janome;jieba;levenshtein;mecab;pillow;pypi-attestations;sigstore;typing-extensions;urllib3
poetry-plugin-export,311,60709166,2,1,cleo;packaging
argcomplete,312,60167099,0,0,
rfc3339-validator,313,60157153,1,0,six
notebook,314,59567077,3,1,jupyter-client;jupyter-core;traitlets
pendulum,315,59331042,1,0,typing-extensions
types-python-dateutil,317,58468966,1,1,urllib3
lz4,318,58110897,0,0,
dbt-core,319,57893353,8,0,attr;cdecimal;dbtlabs;dotenv;ipdb;metricflow-semantic-interfaces;msgpack;python-dateutil
dbt-adapters,320,57879909,14,2,anyio;botocore;cryptography;dagger;dbtlabs;dotenv;mypy-boto3-athena;mypy-boto3-glue;mypy-boto3-lakeformation;packaging;psycopg2;tcliservice;thrift-sasl;werkzeug
dbt-common,322,57744389,2,0,cdecimal;dbtlabs
jupyter-core,324,57128707,4,0,argcomplete;ntsecuritycon;win32api;win32security
slack-sdk,326,56789490,5,2,botocore;integration-tests;pyjwt;psutil;websocket
pytest-mock,327,56742297,2,0,mock;pypandoc
arrow,328,56625105,1,0,backports
backports-tarfile,330,56143639,0,0,
ipykernel,331,55174163,7,0,gi;gobject;gtk;pyqt6;pyside2;wx;zmq
databricks-sql-connector,333,54736610,5,1,databricks-sql-kernel;pyjwt;packaging;six;toml
google-cloud-aiplatform,334,54371413,50,23,absl;aiohttp;attr;autogen;bigframes;cloudpickle;docker;docstring-parser;experiment-tracking;explainable-ai-sdk;fastapi;google3;httpx;immutabledict;ipython;joblib;jsonschema;kfp;langchain-classic;langchain-core;langchain-google-genai;langchain-google-vertexai;langgraph-checkpoint;lit-nlp;litellm;mlflow;model-registry;nest-asyncio;numpy;openinference;pandas;pillow;plotly;proto;pyarrow;pydantic;pyyaml;ray;ruamel;sentencepiece;starlette;synthtool;tensorboard-plugin-profile;tensorflow-data-validation;tensorflow-metadata;tqdm;uvicorn;vector-search;websockets;werkzeug
dataclasses-json,335,54228917,0,0,
httpx-sse,336,53958838,0,0,
jupyter-client,337,53291137,5,2,ipython;netifaces;pexpect;psutil;zmq
multiprocess,338,52937503,4,0,dill;packaging;pypy;rpython
pyflakes,339,52808176,0,0,
comm,340,52791813,2,1,ipython;zmq
redshift-connector,341,52744124,3,2,numpy;pandas;python-dateutil
semver,342,52629849,0,0,
pygithub,345,51323482,3,1,pyjwt;libcst;nacl
bashlex,347,50350640,0,0,
xlsxwriter,348,50164902,6,1,atheris;openpyxl;pyexcelerate;pympler;typing-extensions;xlwt
text-unidecode,349,49879431,0,0,
typeguard,350,49576562,0,0,
mcp,351,49504549,7,2,dotenv;pyjwt;pydantic-core;pywintypes;win32api;win32con;win32job
cattrs,352,49401267,0,0,
invoke,353,49142412,3,0,alabaster;invocations;pytest-relaxed
bleach,354,49092981,4,1,chardet;lxml;tinycss2;webencodings
pyspark,355,48762196,5,1,github;grpcio;grpc-status;ipykernel;xmlrunner
lark,356,48691812,4,1,pydot;pyinstaller;rich;typing-extensions
h2,357,48348599,1,0,graphviz
pysocks,358,48064028,3,0,httplib;urllib2;win-inet-pton
nbformat,359,48037440,1,0,pysqlite2
durationpy,360,47936174,0,0,
flake8,361,47934407,0,0,
