phantomName,occurrences,packages,vulnerabilityCount,fixedAvailable,maxSeverity,advisoryIds
langchain,7,7,37,true,CRITICAL,GHSA-2qmj-7962-cjq8;GHSA-3644-q5cj-c5c7;GHSA-3hjh-jh2h-vrg6;GHSA-45pg-36p6-83v9;GHSA-57fc-8q82-gfp3;GHSA-655w-fm8m-m478;GHSA-6643-h7h5-x9wh;GHSA-6h8p-4hx9-w66c;GHSA-7gfq-f96f-g85j;GHSA-7q94-qpjr-xpgm;GHSA-8h5w-f6q9-wg35;GHSA-92j5-3459-qgp4;GHSA-f73w-4m7g-ch9x;GHSA-fj32-q626-pjjc;GHSA-fprp-p869-w6q2;GHSA-gwqq-6vq7-5j86;GHSA-h59x-p739-982c;GHSA-h9j7-5xvc-qhg5;GHSA-prgp-w7vf-ch62;GHSA-rgp8-pm28-3759;GHSA-x32c-59v5-h7fg;PYSEC-2023-109;PYSEC-2023-110;PYSEC-2023-138;PYSEC-2023-145;PYSEC-2023-146;PYSEC-2023-147;PYSEC-2023-151;PYSEC-2023-162;PYSEC-2023-18;PYSEC-2023-205;PYSEC-2023-91;PYSEC-2023-92;PYSEC-2023-98;PYSEC-2024-115;PYSEC-2024-118;PYSEC-2024-43
langchain-text-splitters,7,7,3,true,HIGH,GHSA-fv5p-p927-qmxr;GHSA-m42m-m8cr-8m58;PYSEC-2026-77
ldap,7,7,0,false,,
lz4,7,7,0,false,,
msrest,7,7,0,false,,
mypy-boto3-redshift-data,7,7,0,false,,
odps,7,7,0,false,,
onelogin,7,7,0,false,,
py2exe,7,7,0,false,,
requests-gssapi,7,7,0,false,,
smbclient,7,7,0,false,,
sniffio,7,7,0,false,,
sqlalchemy,7,7,6,true,CRITICAL,GHSA-38fc-9xqv-7f7q;GHSA-887w-45rq-vxgf;GHSA-hfg2-wf6j-x53p;PYSEC-2012-9;PYSEC-2019-123;PYSEC-2019-124
tabulate,7,7,0,false,,
transformers,7,7,35,true,CRITICAL,GHSA-282v-666c-3fvg;GHSA-37mw-44qp-f5jm;GHSA-37q5-v5qm-c9v8;GHSA-3863-2447-669p;GHSA-489j-g2vx-39wf;GHSA-4w7r-h757-3r74;GHSA-59p9-h35m-wg4g;GHSA-69w3-r845-3855;GHSA-6rvg-6v2m-4j46;GHSA-9356-575x-2w9m;GHSA-fpwr-67px-3qhx;GHSA-hxxf-235m-72v3;GHSA-jjph-296x-mrcr;GHSA-phhr-52qp-3mj4;GHSA-q2wp-rjmx-x6x9;GHSA-qq3j-4f4f-9583;GHSA-qxrp-vhvm-j765;GHSA-rcv9-qm8p-9p6j;GHSA-v68g-wm8c-6x7j;GHSA-wrfc-pvp9-mr9g;PYSEC-2023-299;PYSEC-2023-300;PYSEC-2023-301;PYSEC-2024-227;PYSEC-2024-228;PYSEC-2024-229;PYSEC-2025-211;PYSEC-2025-212;PYSEC-2025-213;PYSEC-2025-214;PYSEC-2025-215;PYSEC-2025-216;PYSEC-2025-217;PYSEC-2025-218;PYSEC-2025-40
airflow-client,6,6,0,false,,
basehttpserver,6,6,0,false,,
datamodel-code-generator,6,6,0,false,,
docx,6,6,0,false,,
dummy-thread,6,6,0,false,,
dummy-threading,6,6,0,false,,
eventlet,6,6,4,true,MODERATE,GHSA-3rq5-2g8h-59hc;GHSA-9p9m-jm8w-94p2;GHSA-hw6f-rjfj-j7j7;PYSEC-2021-12
huggingface-hub,6,6,0,false,,
idna,6,6,3,true,MODERATE,GHSA-65pc-fj4g-8rjx;GHSA-jjg7-2v4v-x38h;PYSEC-2024-60
influxdb-client-3,6,6,0,false,,
jax,6,6,0,false,,
jedi,6,6,0,false,,
keyring,6,6,6,true,HIGH,GHSA-8867-vpm3-g98g;GHSA-p3h7-3c45-qj4v;GHSA-p86x-652p-6385;PYSEC-2012-8;PYSEC-2019-181;PYSEC-2019-182
kiota-abstractions,6,6,0,false,,
kiota-authentication-azure,6,6,0,false,,
kiota-http,6,6,0,false,,
kiota-serialization-json,6,6,0,false,,
kiota-serialization-text,6,6,0,false,,
langchain-community,6,6,9,true,HIGH,GHSA-3hjh-jh2h-vrg6;GHSA-45pg-36p6-83v9;GHSA-f2jm-rw3h-6phg;GHSA-h5gc-rm8j-5gpr;GHSA-pc6w-59fv-rh23;GHSA-q25c-c977-4cmh;PYSEC-2024-115;PYSEC-2024-278;PYSEC-2025-70
llama-index,6,6,16,true,CRITICAL,GHSA-2jxw-4hm4-6w87;GHSA-2xxc-73fv-36f7;GHSA-5hq9-5r78-2gjh;GHSA-7c85-87cp-mr6g;GHSA-jmgm-gx32-vp4w;GHSA-jvpf-xf32-2w4q;GHSA-pw38-xv9x-h8ch;GHSA-rg9h-vx28-xxp5;GHSA-v3c8-3pr6-gr7p;PYSEC-2023-148;PYSEC-2024-12;PYSEC-2024-192;PYSEC-2025-11;PYSEC-2025-65;PYSEC-2026-85;PYSEC-2026-86
markdown,6,6,2,true,MODERATE,GHSA-5wmx-573v-2qwq;PYSEC-2026-89
mock,6,6,0,false,,
msgpack,6,6,0,false,,
msrestazure,6,6,0,false,,
mypy-boto3-appflow,6,6,0,false,,
mypy-boto3-rds,6,6,0,false,,
mypy-boto3-verifiedpermissions,6,6,0,false,,
opencv-python,6,6,32,true,HIGH,GHSA-267x-w5hx-8hjr;GHSA-33h2-69j3-r336;GHSA-3448-vrgh-85xr;GHSA-5rpc-gwh9-q9fg;GHSA-634c-v2xv-ffpg;GHSA-6v6p-p97v-g2p7;GHSA-83rh-hx5x-q9p5;GHSA-8849-5h85-98qw;GHSA-89rj-5ggj-3p9p;GHSA-8w3x-457r-wg53;GHSA-9g8h-pjm4-q92p;GHSA-c7gp-2pch-qh2v;GHSA-cvhw-2593-5j2q;GHSA-fffj-9qwg-qmh5;GHSA-fm39-cw8h-3p63;GHSA-fr58-2xhv-qp3w;GHSA-fvq6-392h-6mjj;GHSA-fw99-f933-rgh8;GHSA-hxfw-jm98-v4mq;GHSA-jcxv-2j3h-mg59;GHSA-jggw-2q6g-c3m6;GHSA-m43c-649m-pm48;GHSA-m6vm-8g8v-xfjh;GHSA-pqjj-6f5q-gqph;GHSA-q799-q27x-vp7w;GHSA-qr4w-53vh-m672;GHSA-rqxg-xvcq-3v2f;GHSA-vc29-rj92-gc7j;GHSA-w96g-3p64-63wr;GHSA-wq8f-wvqp-xvvm;GHSA-x3rm-644h-67m8;PYSEC-2023-183
prestodb,6,6,0,false,,
pyasn1,6,6,2,true,HIGH,GHSA-63vm-454h-vhhq;GHSA-jr27-m4p2-rc6r
pyopenssl,6,6,8,true,HIGH,GHSA-2rcm-phc9-3945;GHSA-5pwr-322w-8jr4;GHSA-6748-36qp-fx6r;GHSA-p28m-34f6-967q;GHSA-vp96-hxj8-p424;PYSEC-2013-31;PYSEC-2018-23;PYSEC-2018-24
pyqt6,6,6,0,false,,
redis,6,6,4,true,HIGH,GHSA-24wv-mv5m-xv4h;GHSA-8fww-64cx-x8p5;PYSEC-2023-45;PYSEC-2023-46
selenium,6,6,2,true,LOW,PYSEC-2022-43167;PYSEC-2023-206
setuptools-scm,6,6,0,false,,
simsimd,6,6,0,false,,
types-aiobotocore-s3,6,6,0,false,,
ujson,6,6,9,true,HIGH,GHSA-c38f-wx89-p2xg;GHSA-c8rr-9gxc-jprv;GHSA-fh56-85cw-5pq6;GHSA-fm67-cv37-96ff;GHSA-wgvc-ghv9-3pmm;GHSA-wpqr-jcpx-745r;OSV-2021-1809;OSV-2021-955;PYSEC-2022-25
upath,6,6,0,false,,
vertex-ray,6,6,0,false,,
win32con,6,6,1,false,UNKNOWN,MAL-2025-191932
win32file,6,6,0,false,,
zstandard,6,6,0,false,,
appkit,5,5,0,false,,
awscrt,5,5,0,false,,
black,5,5,3,true,HIGH,GHSA-3936-cmfr-pm3m;GHSA-fj7x-q9j7-g6q6;PYSEC-2024-48
chardet,5,5,0,false,,
cloudpickle,5,5,0,false,,
dill,5,5,0,false,,
filelock,5,5,2,true,MODERATE,GHSA-qmgc-5h2g-mvrw;GHSA-w853-jp5j-5j7f
graphql,5,5,0,false,,
httplib2,5,5,6,true,HIGH,GHSA-93xj-8mrv-444m;GHSA-gg84-qgv9-w4pq;GHSA-q48q-77qv-cf9p;PYSEC-2014-81;PYSEC-2020-46;PYSEC-2021-16
ipykernel,5,5,0,false,,
ipywidgets,5,5,0,false,,
java,5,5,0,false,,
lark,5,5,0,false,,
mpl-toolkits,5,5,0,false,,
nbformat,5,5,0,false,,
openapi-pydantic,5,5,0,false,,
pycryptodome,5,5,3,true,HIGH,GHSA-hgg3-g7gr-66r7;GHSA-j225-cvw7-qrx7;PYSEC-2018-21
pygraphviz,5,5,0,false,,
pyinstaller,5,5,5,true,HIGH,GHSA-7fcj-pq9j-wh2r;GHSA-9w2p-rh8c-v9g5;GHSA-p2xp-xx3r-mffc;PYSEC-2020-175;PYSEC-2023-292
pymongo,5,5,3,true,MODERATE,GHSA-m87m-mmvp-v9qm;GHSA-x33v-f3gp-gw2c;PYSEC-2013-30
pyparsing,5,5,0,false,,
pyqt5,5,5,0,false,,
pyside6,5,5,0,false,,
pyspark,5,5,21,true,CRITICAL,GHSA-329j-jfvr-rhr6;GHSA-43xg-8wmj-cw8h;GHSA-4x9r-j582-cgr8;GHSA-59hw-j9g6-mfg3;GHSA-6mqq-8r44-vmjc;GHSA-8rhc-48pp-52gr;GHSA-9rr6-jpg7-9jg6;GHSA-fp5j-3fpf-mhj5;GHSA-fvxv-9xxr-h7wj;GHSA-wgx7-jwwm-cgjv;PYSEC-2017-147;PYSEC-2018-25;PYSEC-2019-114;PYSEC-2019-169;PYSEC-2020-95;PYSEC-2022-186;PYSEC-2022-236;PYSEC-2022-42976;PYSEC-2023-44;PYSEC-2023-72;PYSEC-2025-184
pytest-mock,5,5,0,false,,
rapidfuzz,5,5,0,false,,
regex,5,5,0,false,,
rmm,5,5,0,false,,
simplejson,5,5,1,true,MODERATE,GHSA-9772-cwx9-r4cj
snowflake,5,5,0,false,,
sphinxcontrib,5,5,0,false,,
sympy,5,5,0,false,,
tenacity,5,5,0,false,,
thread,5,5,0,false,,
types-boto3-s3,5,5,0,false,,
tzlocal,5,5,0,false,,
userdict,5,5,0,false,,
vcr,5,5,0,false,,
anthropic,4,4,2,true,MODERATE,GHSA-q5f5-3gjm-7mfm;GHSA-w828-4qhx-vxx3
av,4,4,0,false,,
brotli,4,4,3,true,HIGH,GHSA-2qfp-q593-8484;GHSA-5v8v-66v8-mwm7;PYSEC-2020-29
charset-normalizer,4,4,0,false,,
dbtlabs,4,4,0,false,,
deepagents,4,4,0,false,,
django,4,4,300,true,CRITICAL,GHSA-2655-q453-22f9;GHSA-296w-6qhq-gf92;GHSA-2f9x-5v75-3qv4;GHSA-2gwj-7jmv-h26r;GHSA-2hrw-hx67-34x6;GHSA-2m34-jcjv-45xf;GHSA-2mcm-79hx-8fxw;GHSA-337x-4q8g-prc5;GHSA-33mw-q7rj-mjwj;GHSA-37hp-765x-j95x;GHSA-3f2c-jm6v-cr35;GHSA-3gh2-xw74-jmcw;GHSA-3jqw-crqj-w8qw;GHSA-46x4-9jmv-jc8p;GHSA-4894-5vqc-6r2r;GHSA-4c42-4rxm-x6qf;GHSA-4rrr-2h4v-f3j9;GHSA-53qw-q765-4fww;GHSA-54qj-48vx-cr9f;GHSA-59w8-4wm2-4xw8;GHSA-5h2q-4hrp-v9rr;GHSA-5hg3-6c2f-f3wr;GHSA-5hgc-2vfp-mqvc;GHSA-5hrc-gvxj-w55p;GHSA-5j2h-h5hg-3wf8;GHSA-5mf9-h53q-7mhq;GHSA-625g-gx8c-xcmg;GHSA-6426-9fv3-65x8;GHSA-6565-fg86-6jcx;GHSA-68w8-qjq3-2gfm;GHSA-6c3j-c64m-qhgq;GHSA-6c7v-2f49-8h26;GHSA-6cw3-g6wv-c2xv;GHSA-6g95-x6cj-mg4v;GHSA-6mx3-3vqg-hpp2;GHSA-6r97-cj55-9hrq;GHSA-6w2r-r2m5-xq5w;GHSA-6wcr-wcqm-3mfh;GHSA-6wgp-fwfm-mxp3;GHSA-78vx-ggch-wghm;GHSA-795c-9xpc-xw6g;GHSA-7fq8-4pv5-5w5c;GHSA-7g9h-c88w-r7h2;GHSA-7h2m-m8vj-598h;GHSA-7h4p-27mh-hmrw;GHSA-7qfw-j7hp-v45g;GHSA-7rp2-fm2h-wchj;GHSA-7wph-fc4w-wqp2;GHSA-7xr5-9hcq-chf9;GHSA-8498-2h75-472j;GHSA-89hj-xfx5-7q66;GHSA-8c5j-9r9f-c6w8;GHSA-8j24-cjrq-gr2m;GHSA-8m3r-rv5g-fcpq;GHSA-8p8v-wh79-9r56;GHSA-8x94-hmjh-97hq;GHSA-933h-hp56-hf7m;GHSA-95rw-fx8r-36v6;GHSA-9cwg-mhxf-hh59;GHSA-9jmf-237g-qf46;GHSA-9r8w-6x8c-6jr9;GHSA-9v8h-57gv-qch6;GHSA-9xg7-gg9m-rmq9;GHSA-c4qh-4vgv-qc6g;GHSA-c8c8-9472-w52h;GHSA-cqf7-ff9h-7967;GHSA-crhm-qpjc-cm64;GHSA-f6f8-9mx6-9mx2;GHSA-f7cm-ccfp-3q4r;GHSA-fp6p-5xvw-m74f;GHSA-fr28-569j-53c4;GHSA-frmv-pr5f-9mcr;GHSA-fvgf-6h6h-3322;GHSA-fwr5-q9rx-294f;GHSA-fxpg-gg9g-76gj;GHSA-g8xg-jgj6-49r3;GHSA-gv98-g628-m9x5;GHSA-gvg8-93h5-g6qq;GHSA-h4hv-m4h4-mhwg;GHSA-h582-2pch-3xv3;GHSA-h5jv-4p7w-64jg;GHSA-h8gc-pgj2-vjm3;GHSA-h95j-h2rv-qrg4;GHSA-hmr4-m2h5-33qx;GHSA-hpr9-3m2g-3j9p;GHSA-hvmf-r92r-27hr;GHSA-j3j3-jrfh-cm2w;GHSA-jh3w-4vvf-mjgr;GHSA-jh75-99hh-qvx9;GHSA-jhjg-w2cp-5j44;GHSA-jrh2-hc4r-7jwx;GHSA-m6gj-h9gm-gw44;GHSA-m9g8-fxxm-xg86;GHSA-mjgh-79qc-68w3;GHSA-mmwr-2jhp-mc7j;GHSA-mv8g-fhh6-6267;GHSA-mvfq-ggxm-9mc5;GHSA-mwm9-4648-f68q;GHSA-mwv2-398h-v489;GHSA-p3fp-8748-vqfq;GHSA-p64x-8rxx-wf6q;GHSA-p6m5-h7pp-v2x5;GHSA-p99v-5w3c-jqq9;GHSA-pgxh-wfw4-jx2v;GHSA-pv4p-cwwg-4rph;GHSA-pw27-w7w4-9qc7;GHSA-pwjp-ccjc-ghwg;GHSA-q2jf-h9jm-m7p4;GHSA-q5qw-4364-5hhm;GHSA-q7q2-qf2q-rw3w;GHSA-q95w-c7qg-hrff;GHSA-qc99-g3wm-hgxr;GHSA-qcgg-j2x8-h9g8;GHSA-qg2p-9jwr-mmqf;GHSA-qm57-vhq3-3fwf;GHSA-qmf9-6jqf-j8fq;GHSA-qrh7-x6fp-c2mp;GHSA-qrw5-5h28-6cmg;GHSA-qw25-v68c-qjf3;GHSA-r28v-mw67-m5p9;GHSA-r3xc-prgr-mg9p;GHSA-r5cj-wv24-92p5;GHSA-r7w6-p47g-vj53;GHSA-r836-hh6v-rg5g;GHSA-rf4j-j272-fj86;GHSA-rm2j-x595-q9cj;GHSA-rqw2-ghq9-44m7;GHSA-rrqc-c2jx-6jgv;GHSA-rvq6-mrpv-m6rm;GHSA-rw75-m7gp-92m3;GHSA-rxjp-mfm9-w4wr;GHSA-v6rh-hp5x-86rv;GHSA-v9qg-3j8p-r63v;GHSA-vfq6-hq5r-27r6;GHSA-vjjp-9r83-22rc;GHSA-vm8q-m57g-pff3;GHSA-vq3h-3q7v-9prw;GHSA-vrcr-9hj9-jcg6;GHSA-w24h-v9qh-8gxj;GHSA-w26r-rmm8-9c29;GHSA-wh4h-v3f2-r2pp;GHSA-wpjr-j57x-wxfw;GHSA-wqfg-m96j-85vm;GHSA-wqjj-hx84-v449;GHSA-wxg3-mfph-qg9w;GHSA-x38m-486c-2wr9;GHSA-x64m-686f-fmm3;GHSA-x7q2-wr7g-xqmf;GHSA-x88j-93vc-wpmp;GHSA-xgxc-v2qg-chmh;GHSA-xpfp-f569-q3p2;GHSA-xxj9-f6rv-m3x4;PYSEC-2007-1;PYSEC-2008-1;PYSEC-2008-2;PYSEC-2009-3;PYSEC-2009-4;PYSEC-2010-12;PYSEC-2011-1;PYSEC-2011-10;PYSEC-2011-11;PYSEC-2011-12;PYSEC-2011-2;PYSEC-2011-28;PYSEC-2011-29;PYSEC-2011-3;PYSEC-2011-30;PYSEC-2011-31;PYSEC-2011-4;PYSEC-2011-5;PYSEC-2011-8;PYSEC-2011-9;PYSEC-2012-2;PYSEC-2012-3;PYSEC-2012-4;PYSEC-2012-7;PYSEC-2013-16;PYSEC-2013-17;PYSEC-2013-18;PYSEC-2013-19;PYSEC-2013-20;PYSEC-2013-21;PYSEC-2014-1;PYSEC-2014-19;PYSEC-2014-2;PYSEC-2014-20;PYSEC-2014-3;PYSEC-2014-4;PYSEC-2014-5;PYSEC-2014-6;PYSEC-2014-7;PYSEC-2015-10;PYSEC-2015-11;PYSEC-2015-18;PYSEC-2015-19;PYSEC-2015-20;PYSEC-2015-21;PYSEC-2015-22;PYSEC-2015-23;PYSEC-2015-4;PYSEC-2015-5;PYSEC-2015-6;PYSEC-2015-7;PYSEC-2015-8;PYSEC-2015-9;PYSEC-2016-14;PYSEC-2016-15;PYSEC-2016-16;PYSEC-2016-17;PYSEC-2016-18;PYSEC-2016-2;PYSEC-2016-3;PYSEC-2017-10;PYSEC-2017-44;PYSEC-2017-9;PYSEC-2018-2;PYSEC-2018-3;PYSEC-2018-4;PYSEC-2018-5;PYSEC-2018-6;PYSEC-2019-10;PYSEC-2019-11;PYSEC-2019-12;PYSEC-2019-13;PYSEC-2019-14;PYSEC-2019-15;PYSEC-2019-16;PYSEC-2019-17;PYSEC-2019-18;PYSEC-2019-79;PYSEC-2020-31;PYSEC-2020-32;PYSEC-2020-33;PYSEC-2020-34;PYSEC-2020-345;PYSEC-2020-35;PYSEC-2020-36;PYSEC-2021-109;PYSEC-2021-439;PYSEC-2021-6;PYSEC-2021-7;PYSEC-2021-8;PYSEC-2021-9;PYSEC-2021-98;PYSEC-2021-99;PYSEC-2022-1;PYSEC-2022-19;PYSEC-2022-190;PYSEC-2022-191;PYSEC-2022-2;PYSEC-2022-20;PYSEC-2022-213;PYSEC-2022-245;PYSEC-2022-3;PYSEC-2022-304;PYSEC-2023-100;PYSEC-2023-12;PYSEC-2023-13;PYSEC-2023-222;PYSEC-2023-225;PYSEC-2023-226;PYSEC-2023-61;PYSEC-2024-102;PYSEC-2024-156;PYSEC-2024-157;PYSEC-2024-28;PYSEC-2024-47;PYSEC-2024-56;PYSEC-2024-57;PYSEC-2024-58;PYSEC-2024-59;PYSEC-2024-67;PYSEC-2024-68;PYSEC-2024-69;PYSEC-2024-70;PYSEC-2025-1;PYSEC-2025-104;PYSEC-2025-105;PYSEC-2025-106;PYSEC-2025-107;PYSEC-2025-108;PYSEC-2025-109;PYSEC-2025-13;PYSEC-2025-14;PYSEC-2025-37;PYSEC-2025-47;PYSEC-2026-42;PYSEC-2026-43;PYSEC-2026-44;PYSEC-2026-45;PYSEC-2026-46;PYSEC-2026-47;PYSEC-2026-48;PYSEC-2026-49;PYSEC-2026-50;PYSEC-2026-51;PYSEC-2026-52;PYSEC-2026-53;PYSEC-2026-54;PYSEC-2026-55
docker,4,4,0,false,,
faiss,4,4,0,false,,
filetype,4,4,0,false,,
flake8,4,4,0,false,,
grandalf,4,4,0,false,,
graphviz,4,4,0,false,,
habana-frameworks,4,4,0,false,,
htmlentitydefs,4,4,0,false,,
htmlparser,4,4,0,false,,
invoke,4,4,0,false,,
js,4,4,0,false,,
jupyter-core,4,4,3,true,HIGH,GHSA-33p9-3p43-82vq;GHSA-m678-f26j-3hrp;PYSEC-2022-42974
langchain-astradb,4,4,0,false,,
langchain-elasticsearch,4,4,0,false,,
langchain-ibm,4,4,0,false,,
langchain-milvus,4,4,0,false,,
langchain-mongodb,4,4,0,false,,
langchain-neo4j,4,4,0,false,,
langchain-nvidia-ai-endpoints,4,4,0,false,,
langchain-pinecone,4,4,0,false,,
langchain-postgres,4,4,0,false,,
langchain-protocol,4,4,0,false,,
langchain-upstage,4,4,0,false,,
langchain-weaviate,4,4,0,false,,
langsmith,4,4,3,true,HIGH,GHSA-3644-q5cj-c5c7;GHSA-rr7j-v2q5-chgv;GHSA-v34v-rq6j-cj6p
markdown-it,4,4,0,false,,
memory-profiler,4,4,0,false,,
msgspec,4,4,0,false,,
mypyc,4,4,0,false,,
nacl,4,4,0,false,,
numexpr,4,4,2,true,CRITICAL,GHSA-f73w-4m7g-ch9x;PYSEC-2023-163
numpydoc,4,4,0,false,,
oauth2client,4,4,0,false,,
objgraph,4,4,0,false,,
perf,4,4,0,false,,
perplexity,4,4,0,false,,
pexpect,4,4,0,false,,
platformdirs,4,4,0,false,,
pluggy,4,4,0,false,,
prometheus-client,4,4,0,false,,
py,4,4,4,true,HIGH,GHSA-hj5v-574p-mj7c;PYSEC-2020-92;PYSEC-2022-42969;PYSEC-2022-43183
py4j,4,4,0,false,,
pyodide,4,4,0,false,,
pyppeteer,4,4,0,false,,
pyside2,4,4,0,false,,
pytest-run-parallel,4,4,0,false,,
ray,4,4,11,true,CRITICAL,GHSA-3pww-qvr8-6mhp;GHSA-6cxr-8q3m-jwrr;GHSA-6wgj-66m2-xxp2;GHSA-gx77-xgc2-4888;GHSA-h3xg-wv58-5p43;GHSA-mw35-8rx3-xf9r;GHSA-q279-jhrf-cc6v;GHSA-q5fh-2hc8-f6rq;GHSA-w4rh-fgx7-q63m;PYSEC-2025-23;PYSEC-2026-130
safetensors,4,4,0,false,,
scripts,4,4,0,false,,
slack-sdk,4,4,0,false,,
src,4,4,0,false,,
termcolor,4,4,0,false,,
tiktoken,4,4,0,false,,
torch-npu,4,4,0,false,,
uvicorn,4,4,4,true,HIGH,GHSA-33c7-2mpw-hg34;GHSA-f97h-2pfx-f59f;PYSEC-2020-150;PYSEC-2020-151
wcwidth,4,4,0,false,,
websocket,4,4,0,false,,
win32com,4,4,0,false,,
win32security,4,4,0,false,,
wrapt,4,4,0,false,,
wx,4,4,0,false,,
xdist,4,4,0,false,,
xmltodict,4,4,0,false,,
argcomplete,3,3,0,false,,
asv-runner,3,3,0,false,,
auditwheel,3,3,0,false,,
aws-cdk,3,3,0,false,,
babel,3,3,2,true,HIGH,GHSA-h4m5-qpfp-3mpv;PYSEC-2021-421
bitarray,3,3,0,false,,
cdecimal,3,3,0,false,,
checkers,3,3,0,false,,
clr,3,3,0,false,,
copy-reg,3,3,0,false,,
cryptodome,3,3,0,false,,
cudf,3,3,0,false,,
cupyx,3,3,0,false,,
dask,3,3,1,true,UNKNOWN,PYSEC-2021-387
distributed,3,3,4,true,CRITICAL,GHSA-c336-7962-wfj2;GHSA-hwqr-f3v9-hwxr;PYSEC-2021-871;PYSEC-2021-872
emoji,3,3,0,false,,
exceptiongroup,3,3,0,false,,
expandvars,3,3,0,false,,
foundation,3,3,0,false,,
fsspec,3,3,0,false,,
gobject,3,3,0,false,,
gssapi,3,3,0,false,,
h2,3,3,1,true,MODERATE,GHSA-847f-9342-265h
isort,3,3,0,false,,
jaraco,3,3,0,false,,
jieba,3,3,0,false,,
jnius,3,3,0,false,,
jsondiff,3,3,0,false,,
langchain-openai,3,3,2,true,LOW,GHSA-r7w7-9xr2-qq2r;PYSEC-2026-76
levenshtein,3,3,0,false,,
lib2to3,3,3,0,false,,
libcst,3,3,0,false,,
ml-dtypes,3,3,0,false,,
mlflow,3,3,96,true,CRITICAL,GHSA-3v79-q7ph-j75h;GHSA-42h5-h8qh-vv9v;GHSA-43c4-9qgj-x742;GHSA-46r5-x6jq-v8g6;GHSA-49m6-vrr9-2cqm;GHSA-4qq5-mxxx-m6gg;GHSA-4rj2-9gcx-5qhx;GHSA-4rqf-8pfm-p36r;GHSA-4x5p-f36r-mxxr;GHSA-554w-xh4j-8w64;GHSA-59v3-898r-qwhj;GHSA-5cvj-7rg6-jggj;GHSA-5mvj-wmgj-7q8c;GHSA-5p3h-7fwh-92rc;GHSA-5q6c-ffvg-xcm9;GHSA-5r3q-93q3-f978;GHSA-65h7-c7c4-mghx;GHSA-6749-m5cp-6cg7;GHSA-6xj8-rrqx-r4cv;GHSA-75cm-x2w3-8mgf;GHSA-76cg-cfhx-373f;GHSA-7p8j-qv6x-f4g4;GHSA-7qhf-v65m-g5f3;GHSA-83fm-w79m-64r5;GHSA-8f8q-q2j7-7j2m;GHSA-969w-gqqr-g6j3;GHSA-cv6c-7963-wxcg;GHSA-cwgg-w6mp-w9hg;GHSA-cxfr-5q3r-2rc2;GHSA-f42m-mvfv-cgw5;GHSA-f798-qm4r-23r5;GHSA-f82r-jj5r-6g97;GHSA-ffw3-6378-cqgp;GHSA-fh64-r2vc-xvhr;GHSA-fhff-qmm8-h2fp;GHSA-fmxj-6h9g-6vw3;GHSA-g6pg-52vf-843h;GHSA-ghv6-9r9j-wh4j;GHSA-gq3w-7jj3-x7gr;GHSA-hh8p-p8mp-gqhm;GHSA-hq88-wg7q-gp4g;GHSA-hvc6-42vf-jhf8;GHSA-j46q-5pxx-8vmw;GHSA-j62r-wxqq-f3gf;GHSA-j8mg-pqc5-x9gj;GHSA-m49c-5c52-6696;GHSA-p4jx-q62p-x5jr;GHSA-pgqp-8h46-6x4j;GHSA-pqcv-qw2r-r859;GHSA-q2r8-vmq7-fpx2;GHSA-q3gw-8236-5jw4;GHSA-qg8p-32gr-gh6x;GHSA-qpgc-w4mg-6v92;GHSA-r23q-823p-vmf7;GHSA-rfqq-wq6w-72jm;GHSA-rvhj-8chj-8v3c;GHSA-v945-r3rc-6fjm;GHSA-vhcx-3pq2-4fvc;GHSA-vqj2-4v8m-8vrq;GHSA-vwhf-3v6x-wff8;GHSA-wc6j-5g83-xfm6;GHSA-wf7f-8fxf-xfxc;GHSA-wjq3-7jxx-whj9;GHSA-wp72-7hj9-5265;GHSA-wqxf-447m-6f5f;GHSA-wv8q-4f85-2p8p;GHSA-wxj7-3fx5-pp9m;GHSA-x38x-g6gr-jqff;GHSA-x422-6qhv-p29g;GHSA-xch3-2f9x-wh9f;GHSA-xg73-94fp-g449;PYSEC-2022-28;PYSEC-2023-252;PYSEC-2023-253;PYSEC-2023-260;PYSEC-2023-28;PYSEC-2023-280;PYSEC-2023-281;PYSEC-2023-29;PYSEC-2023-308;PYSEC-2023-309;PYSEC-2023-68;PYSEC-2023-69;PYSEC-2023-70;PYSEC-2024-224;PYSEC-2024-239;PYSEC-2024-240;PYSEC-2024-241;PYSEC-2024-242;PYSEC-2024-243;PYSEC-2024-244;PYSEC-2024-51;PYSEC-2025-17;PYSEC-2025-52;PYSEC-2026-93;PYSEC-2026-94
mpi4py,3,3,0,false,,
multipart,3,3,1,true,HIGH,GHSA-p2m9-wcp5-6qw3
nltk,3,3,21,true,CRITICAL,GHSA-2ww3-fxvq-293j;GHSA-469j-vmhf-r6v7;GHSA-68j8-pq59-fqgm;GHSA-7p94-766c-hgjp;GHSA-cgvx-9447-vcch;GHSA-f8m6-h2c7-8h9x;GHSA-gfwx-w7gr-fvh7;GHSA-h8wq-7xc4-p3qx;GHSA-jm6w-m3j8-898g;GHSA-mr7p-25v2-35wr;GHSA-rf74-v2fm-23pw;GHSA-rqjh-jp2r-59cj;PYSEC-2019-106;PYSEC-2021-356;PYSEC-2021-859;PYSEC-2022-5;PYSEC-2024-167;PYSEC-2026-96;PYSEC-2026-97;PYSEC-2026-98;PYSEC-2026-99
ntsecuritycon,3,3,0,false,,
